SimulationTime(us)	ReponseTime(us)	EndToEndDelay(us)
5452010	493	493
5453054	494	494
5454070	550	550
5455071	472	472
5456118	497	497
5457123	454	454
5458129	470	470
5459146	508	508
5460156	463	463
5461168	514	514
5462177	495	495
5463187	494	494
5464205	484	484
5465218	499	499
5466224	493	493
5467228	469	469
5468280	473	473
5469307	492	492
5470316	478	478
5471319	521	521
5472337	500	500
5473346	491	491
5474424	522	522
5475432	526	526
5476448	471	471
5477494	479	479
5478496	496	496
5479516	488	488
5480523	471	471
5481525	468	468
5482539	511	511
5483553	495	495
5484569	467	467
5485582	472	472
5486583	486	486
5487597	497	497
5488611	498	498
5489613	525	525
5490661	465	465
5491682	500	500
5492694	497	497
5493725	513	513
5494739	566	566
5495820	514	514
5496820	510	510
5497835	462	462
5498844	494	494
5499848	502	502
5500936	490	490
5501956	506	506
5503000	499	499
5504013	506	506
5505043	477	477
5506063	510	510
5507077	550	550
5508092	492	492
5509136	542	542
5510177	469	469
5511196	468	468
5512236	506	506
5513249	501	501
5514264	539	539
5515271	500	500
5516290	520	520
5517310	495	495
5518316	478	478
5519326	482	482
5520329	517	517
5521345	490	490
5522352	502	502
5523358	507	507
5524365	499	499
5525370	507	507
5526384	485	485
5527394	497	497
5528402	511	511
5529402	484	484
5530416	477	477
5531464	473	473
5532476	488	488
5533481	495	495
5534491	483	483
5535499	488	488
5536547	507	507
5537561	472	472
5538596	484	484
5539599	487	487
5540608	484	484
5541643	477	477
5542653	538	538
5543661	516	516
5544675	487	487
5545772	477	477
5546776	489	489
5547795	458	458
5548811	509	509
5549845	469	469
5550853	469	469
5551868	436	436
5552872	476	476
5553876	469	469
5554892	460	460
5555910	477	477
5556919	521	521
5557931	495	495
5558938	482	482
5559968	525	525
5560971	479	479
5561974	461	461
5562982	506	506
5563993	513	513
5565082	506	506
5566224	500	500
5567227	500	500
5568235	480	480
5569259	503	503
5570272	493	493
5571289	497	497
5572322	469	469
5573330	457	457
5574387	471	471
5575398	472	472
5576450	473	473
5577460	478	478
5578466	492	492
5579481	511	511
5580524	457	457
5581578	493	493
5582637	485	485
5583646	505	505
5584646	490	490
5585672	475	475
5586692	483	483
5587721	468	468
5588740	504	504
5589806	476	476
5590875	486	486
5591909	517	517
5592918	505	505
5593921	488	488
5594927	498	498
5595928	495	495
5596930	510	510
5597946	489	489
5599025	478	478
5600045	497	497
5601054	498	498
5602068	507	507
5603087	494	494
5604104	496	496
5605108	499	499
5606125	530	530
5607212	470	470
5608255	502	502
5609256	545	545
5610268	482	482
5611390	490	490
5612414	542	542
5613421	485	485
5614428	496	496
5615444	467	467
5616463	492	492
5617481	506	506
5618496	488	488
5619513	495	495
5620527	487	487
5621581	466	466
5622660	483	483
5623678	479	479
5624687	517	517
5625701	473	473
5626759	490	490
5627773	537	537
5628786	493	493
5629899	512	512
5630900	522	522
5631906	547	547
5632908	500	500
5633950	558	558
5634963	524	524
5635967	519	519
5636974	467	467
5637994	490	490
5639018	533	533
5640037	495	495
5641052	514	514
5642056	453	453
5643087	491	491
5644104	498	498
5645116	496	496
5646156	490	490
5647159	514	514
5648173	504	504
5649193	520	520
5650205	506	506
5651211	493	493
5652306	494	494
5653399	514	514
5654406	516	516
5655476	497	497
5656494	506	506
5657506	510	510
5658526	481	481
5659541	473	473
5660544	509	509
5661549	522	522
5662557	494	494
5663586	497	497
5664620	490	490
5665623	500	500
5666635	505	505
5667665	471	471
5668782	477	477
5669810	472	472
5670826	511	511
5671835	503	503
5672959	463	463
5673972	507	507
5674974	498	498
5675981	509	509
5677012	470	470
5678016	497	497
5679128	483	483
5680134	497	497
5681142	506	506
5682172	504	504
5683223	479	479
5684241	479	479
5685261	478	478
5686429	464	464
5687472	468	468
5688492	487	487
5689525	474	474
5690534	489	489
5691551	486	486
5692555	499	499
5693585	466	466
5694601	478	478
5695651	483	483
5696654	489	489
5697673	460	460
5698679	506	506
5699711	473	473
5700714	502	502
5701734	483	483
5702735	480	480
5703795	505	505
5704808	470	470
5705835	522	522
5706836	508	508
5707860	512	512
5708870	488	488
5709876	502	502
5710877	516	516
5711949	503	503
5712958	492	492
5713967	498	498
5714972	494	494
5715991	467	467
5716992	541	541
5718057	517	517
5719092	490	490
5720111	479	479
5721224	476	476
5722236	485	485
5723239	485	485
5724258	500	500
5725269	479	479
5726284	489	489
5727297	528	528
5728307	495	495
5729376	461	461
5730389	481	481
5731441	481	481
5732476	479	479
5733496	486	486
5734513	490	490
5735590	491	491
5736596	475	475
5737614	479	479
5738630	474	474
5739638	495	495
5740640	527	527
5741644	501	501
5742681	486	486
5743686	452	452
5744739	499	499
5745749	542	542
5746759	452	452
5747769	470	470
5748776	495	495
5749790	511	511
5750806	509	509
5751809	503	503
5752811	528	528
5753817	515	515
5754824	510	510
5755884	505	505
5756889	484	484
5757901	518	518
5758929	475	475
5759947	503	503
5760956	475	475
5761979	493	493
5762982	508	508
5764055	473	473
5765124	492	492
5766142	487	487
5767144	501	501
5768189	469	469
5769288	481	481
5770372	512	512
5771381	480	480
5772498	464	464
5773534	497	497
5774536	542	542
5775590	527	527
5776605	514	514
5777624	503	503
5778640	512	512
5779641	507	507
5780657	524	524
5781684	509	509
5782708	477	477
5783713	485	485
5784736	482	482
5785757	497	497
5786764	519	519
5787770	525	525
5788792	497	497
5789808	471	471
5790820	524	524
5791835	491	491
5792843	471	471
5793894	500	500
5794976	506	506
5796053	511	511
5797076	514	514
5798111	526	526
5799118	477	477
5800133	480	480
5801175	468	468
5802200	494	494
5803211	488	488
5804235	501	501
5805254	490	490
5806284	499	499
5807292	522	522
5808304	470	470
5809345	511	511
5810369	496	496
5811372	456	456
5812381	476	476
5813383	456	456
5814396	481	481
5815400	492	492
5816425	469	469
5817444	499	499
5818509	484	484
5819597	507	507
5820613	516	516
5821616	481	481
5822622	485	485
5823633	449	449
5824671	503	503
5825691	502	502
5826724	464	464
5827732	487	487
5828741	451	451
5829790	491	491
5830794	449	449
5831852	470	470
5832862	525	525
5833893	470	470
5834894	489	489
5835960	469	469
5836964	484	484
5837964	485	485
5838984	476	476
5840006	446	446
5841106	457	457
5842109	483	483
5843129	495	495
5844137	473	473
5845157	464	464
5846169	490	490
5847187	446	446
5848218	452	452
5849281	461	461
5850296	495	495
5851299	455	455
5852319	467	467
5853363	490	490
5854407	454	454
5855415	476	476
5856418	478	478
5857533	455	455
5858549	480	480
5859556	437	437
5860560	469	469
5861574	467	467
5862648	478	478
5863650	458	458
5864661	500	500
5865674	479	479
5866743	452	452
5867761	480	480
5868810	482	482
5869825	477	477
5870842	505	505
5871875	524	524
5872876	481	481
5873876	494	494
5874895	485	485
5875897	474	474
5876902	506	506
5877914	461	461
5878926	518	518
5879946	451	451
5881001	475	475
5882003	495	495
5883007	481	481
5884040	489	489
5885087	499	499
5886088	457	457
5887108	481	481
5888156	452	452
5889178	483	483
5890188	484	484
5891200	508	508
5892212	486	486
5893224	490	490
5894231	513	513
5895258	497	497
5896276	486	486
5897288	510	510
5898302	482	482
5899353	478	478
5900366	474	474
5901422	502	502
5902458	465	465
5903461	484	484
5904472	540	540
5905489	494	494
5906503	451	451
5907528	515	515
5908542	489	489
5909552	480	480
5910607	474	474
5911746	476	476
5912756	511	511
5913759	475	475
5914763	479	479
5915826	476	476
5916845	465	465
5917885	477	477
5918900	478	478
5919902	452	452
5920904	485	485
5921918	500	500
5922924	487	487
5923932	458	458
5924948	513	513
5925958	486	486
5926976	504	504
5927993	504	504
5928997	502	502
5930017	495	495
5931037	510	510
5932045	505	505
5933050	508	508
5934158	471	471
5935191	501	501
5936207	476	476
5937210	497	497
5938229	467	467
5939243	467	467
5940260	485	485
5941276	483	483
5942321	483	483
5943342	474	474
5944357	479	479
5945385	491	491
5946404	448	448
5947418	498	498
5948428	502	502
5949435	489	489
5950491	484	484
5951504	473	473
5952508	495	495
5953514	496	496
5954534	496	496
5955550	501	501
5956555	492	492
5957577	537	537
5958593	493	493
5959622	516	516
5960639	530	530
5961657	481	481
5962858	489	489
5963872	495	495
5964875	502	502
5965885	480	480
5966993	477	477
5968018	498	498
5969022	502	502
5970025	507	507
5971037	521	521
5972041	483	483
5973058	503	503
5974077	500	500
5975081	477	477
5976096	544	544
5977100	485	485
5978119	517	517
5979123	485	485
5980135	475	475
5981136	482	482
5982146	517	517
5983186	491	491
5984191	502	502
5985195	478	478
5986196	486	486
5987199	501	501
5988209	491	491
5989336	475	475
5990337	494	494
5991379	481	481
5992385	495	495
5993391	495	495
5994444	492	492
5995500	493	493
5996513	506	506
5997517	485	485
5998595	445	445
5999616	474	474
6000619	475	475
6001638	463	463
6002639	483	483
6003654	496	496
6004672	514	514
6005726	467	467
6006751	475	475
6007770	482	482
6008770	479	479
6009770	495	495
6010788	503	503
6011795	483	483
6012798	469	469
6013807	477	477
6014807	455	455
6015813	501	501
6016830	505	505
6017841	462	462
6018856	473	473
6019885	502	502
6020891	527	527
6021910	558	558
6022922	544	544
6023952	490	490
6024956	514	514
6025959	539	539
6026975	521	521
6028007	537	537
6029097	534	534
6030116	515	515
6031130	519	519
6032142	485	485
6033193	540	540
6034197	529	529
6035253	470	470
6036263	487	487
6037265	479	479
6038281	480	480
6039300	478	478
6040319	487	487
6041326	471	471
6042327	475	475
6043342	482	482
6044351	511	511
6045374	515	515
6046385	524	524
6047417	428	428
6048494	498	498
6049506	518	518
6050515	492	492
6051520	501	501
6052521	531	531
6053542	495	495
6054562	485	485
6055567	462	462
6056585	474	474
6057599	480	480
6058603	473	473
6059606	475	475
6060614	485	485
6061645	481	481
6062682	483	483
6063698	481	481
6064740	488	488
6065743	483	483
6066745	475	475
6067760	470	470
6068882	460	460
6069893	483	483
6070922	496	496
6071935	504	504
6072943	499	499
6073959	469	469
6074971	473	473
6075991	492	492
6076997	479	479
6078018	502	502
6079026	482	482
6080060	484	484
6081061	479	479
6082087	510	510
6083132	488	488
6084145	486	486
6085157	489	489
6086192	479	479
6087207	482	482
6088217	476	476
6089228	461	461
6090236	479	479
6091251	494	494
6092264	489	489
6093265	474	474
6094290	494	494
6095301	506	506
6096310	478	478
6097314	483	483
6098320	489	489
6099330	516	516
6100338	542	542
6101347	504	504
6102381	499	499
6103465	487	487
6104576	501	501
6105592	549	549
6106600	531	531
6107604	462	462
6108637	526	526
6109648	536	536
6110663	497	497
6111670	494	494
6112685	501	501
6113708	484	484
6114710	513	513
6115728	522	522
6116743	464	464
6117800	458	458
6118800	491	491
6119815	482	482
6120818	505	505
6121837	520	520
6122856	490	490
6123870	474	474
6124966	500	500
6125970	510	510
6127003	482	482
6128003	529	529
6129024	513	513
6130037	518	518
6131052	509	509
6132059	494	494
6133073	473	473
6134101	480	480
6135136	455	455
6136141	468	468
6137160	465	465
6138196	486	486
6139216	486	486
6140233	509	509
6141354	477	477
6142384	472	472
6143398	517	517
6144402	514	514
6145415	523	523
6146464	531	531
6147484	538	538
6148541	496	496
6149556	497	497
6150567	498	498
6151568	471	471
6152571	494	494
6153578	509	509
6154628	530	530
6155636	513	513
6156651	514	514
6157664	500	500
6158671	466	466
6159675	497	497
6160691	511	511
6161698	452	452
6162723	474	474
6163739	483	483
6164772	490	490
6165791	476	476
6166855	503	503
6167855	489	489
6168879	464	464
6169891	497	497
6170899	503	503
6171906	513	513
6172923	484	484
6173924	501	501
6174929	484	484
6176006	483	483
6177017	497	497
6178031	503	503
6179033	512	512
6180109	483	483
6181121	553	553
6182133	514	514
6183180	497	497
6184200	518	518
6185237	585	585
6186256	535	535
6187262	505	505
6188278	513	513
6189281	522	522
6190284	510	510
6191300	509	509
6192355	479	479
6193364	553	553
6194373	518	518
6195374	511	511
6196390	531	531
6197404	501	501
6198416	505	505
6199418	494	494
6200426	498	498
6201436	471	471
6202485	512	512
6203490	505	505
6204525	490	490
6205536	535	535
6206541	465	465
6207560	480	480
6208579	474	474
6209589	478	478
6210591	471	471
6211658	486	486
6212667	479	479
6213683	479	479
6214697	482	482
6215699	493	493
6216728	498	498
6217743	502	502
6218763	530	530
6219769	510	510
6220813	488	488
6221819	505	505
6222895	484	484
6223910	487	487
6224935	488	488
6225948	485	485
6226975	506	506
6227977	519	519
6228992	545	545
6229998	497	497
6231049	521	521
6232124	534	534
6233138	531	531
6234231	532	532
6235319	526	526
6236338	520	520
6237353	507	507
6238371	505	505
6239395	546	546
6240408	521	521
6241508	517	517
6242526	519	519
6243627	506	506
6244637	505	505
6245701	477	477
6246703	463	463
6247708	508	508
6248710	471	471
6249715	489	489
6250765	530	530
6251765	529	529
6252770	483	483
6253816	486	486
6254864	499	499
6255864	560	560
6256868	488	488
6257957	473	473
6258988	495	495
6259998	493	493
6261013	482	482
6262024	494	494
6263039	511	511
6264065	482	482
6265143	519	519
6266162	527	527
6267162	486	486
6268181	509	509
6269200	487	487
6270202	489	489
6271221	491	491
6272341	481	481
6273361	485	485
6274365	511	511
6275449	525	525
6276452	519	519
6277471	509	509
6278478	468	468
6279496	483	483
6280509	486	486
6281529	476	476
6282558	509	509
6283560	499	499
6284564	520	520
6285567	484	484
6286580	509	509
6287585	527	527
6288587	498	498
6289605	527	527
6290619	487	487
6291638	471	471
6292670	489	489
6293677	532	532
6294687	503	503
6295814	485	485
6296834	545	545
6297880	498	498
6298888	474	474
6299905	488	488
6300919	512	512
6301933	486	486
6302951	516	516
6303991	575	575
6304994	465	465
6306021	502	502
6307025	514	514
6308027	523	523
6309054	475	475
6310056	518	518
6311058	500	500
6312101	524	524
6313107	525	525
6314125	571	571
6315126	506	506
6316219	472	472
6317267	500	500
6318284	513	513
6319323	469	469
6320349	509	509
6321360	493	493
6322361	509	509
6323377	515	515
6324380	508	508
6325419	522	522
6326453	536	536
6327459	513	513
6328464	505	505
6329521	509	509
6330544	534	534
6331617	520	520
6332664	502	502
6333666	522	522
6334681	509	509
6335688	492	492
6336697	517	517
6337713	490	490
6338738	453	453
6339739	504	504
6340793	501	501
6341803	533	533
6342804	508	508
6343806	503	503
6344816	461	461
6345853	502	502
6346879	502	502
6347910	489	489
6348968	504	504
6349991	526	526
6350999	489	489
6352009	519	519
6353028	484	484
6354028	480	480
6355048	502	502
6356117	520	520
6357126	573	573
6358143	511	511
6359143	510	510
6360162	529	529
6361163	521	521
6362165	500	500
6363191	498	498
6364201	517	517
6365204	485	485
6366244	478	478
6367294	507	507
6368304	473	473
6369307	478	478
6370322	492	492
6371355	491	491
6372355	488	488
6373357	481	481
6374383	496	496
6375397	517	517
6376466	476	476
6377469	485	485
6378498	497	497
6379502	488	488
6380704	505	505
6381717	535	535
6382717	479	479
6383829	530	530
6384881	527	527
6385898	507	507
6386942	507	507
6387950	498	498
6389021	529	529
6390032	523	523
6391043	553	553
6392052	493	493
6393102	466	466
6394120	489	489
6395128	501	501
6396145	486	486
6397207	489	489
6398256	517	517
6399282	476	476
6400301	497	497
6401319	501	501
6402320	506	506
6403362	488	488
6404380	494	494
6405388	486	486
6406392	486	486
6407411	521	521
6408445	556	556
6409464	498	498
6410471	464	464
6411483	524	524
6412498	498	498
6413518	504	504
6414528	483	483
6415536	464	464
6416546	524	524
6417557	495	495
6418613	498	498
6419620	504	504
6420628	488	488
6421628	507	507
6422657	517	517
6423664	483	483
6424681	468	468
6425754	519	519
6426759	523	523
6427774	505	505
6428843	504	504
6429845	520	520
6430864	504	504
6431877	505	505
6432901	522	522
6433927	483	483
6434970	520	520
6435978	524	524
6436981	510	510
6437985	532	532
6439009	486	486
6440029	525	525
6441031	504	504
6442044	522	522
6443072	472	472
6444077	533	533
6445144	493	493
6446156	508	508
6447167	519	519
6448242	490	490
6449266	479	479
6450270	485	485
6451273	483	483
6452308	490	490
6453347	488	488
6454349	506	506
6455378	479	479
6456397	468	468
6457507	510	510
6458517	516	516
6459525	505	505
6460533	517	517
6461553	499	499
6462567	542	542
6463586	518	518
6464664	549	549
6465786	509	509
6466819	500	500
6467827	496	496
6468827	485	485
6469835	475	475
6470847	511	511
6471876	477	477
6472959	495	495
6473967	518	518
6475003	484	484
6476007	545	545
6477009	523	523
6478012	498	498
6479026	497	497
6480040	471	471
6481047	517	517
6482099	494	494
6483117	441	441
6484133	496	496
6485148	505	505
6486161	532	532
6487208	546	546
6488289	548	548
6489434	523	523
6490448	552	552
6491475	497	497
6492501	521	521
6493513	514	514
6494524	501	501
6495524	487	487
6496529	505	505
6497642	535	535
6498648	515	515
6499653	524	524
6500654	484	484
6501659	473	473
6502679	502	502
6503723	547	547
6504737	549	549
6505835	473	473
6506876	530	530
6507885	533	533
6508887	483	483
6509904	474	474
6510941	472	472
6511949	504	504
6512969	519	519
6514005	460	460
6515024	505	505
6516033	521	521
6517050	517	517
6518057	495	495
6519071	498	498
6520126	504	504
6521138	515	515
6522157	513	513
6523163	499	499
6524170	515	515
6525182	501	501
6526191	527	527
6527195	520	520
6528213	501	501
6529228	495	495
6530249	511	511
6531263	526	526
6532264	536	536
6533308	498	498
6534320	581	581
6535348	554	554
6536356	500	500
6537370	515	515
6538378	493	493
6539428	504	504
6540446	506	506
6541448	501	501
6542465	450	450
6543472	447	447
6544490	525	525
6545508	494	494
6546561	489	489
6547592	456	456
6548605	501	501
6549619	489	489
6550625	487	487
6551634	476	476
6552649	489	489
6553687	493	493
6554694	485	485
6555707	513	513
6556730	480	480
6557820	501	501
6558866	498	498
6559896	466	466
6560916	499	499
6561920	462	462
6562931	490	490
6563939	497	497
6564965	546	546
6565980	504	504
6566982	493	493
6567997	551	551
6569019	527	527
6570079	493	493
6571083	524	524
6572089	529	529
6573109	487	487
6574110	515	515
6575179	459	459
6576186	511	511
6577202	528	528
6578210	489	489
6579210	516	516
6580226	520	520
6581235	508	508
6582252	502	502
6583256	499	499
6584260	501	501
6585275	506	506
6586285	519	519
6587300	524	524
6588312	476	476
6589330	481	481
6590346	488	488
6591349	483	483
6592365	439	439
6593374	469	469
6594394	475	475
6595442	519	519
6596493	529	529
6597553	505	505
6598557	493	493
6599561	498	498
6600567	462	462
6601572	501	501
6602584	488	488
6603741	474	474
6604759	503	503
6605778	473	473
6606791	460	460
6607792	500	500
6608803	486	486
6609827	453	453
6610868	471	471
6611875	498	498
6612893	489	489
6613963	472	472
6614986	517	517
6615994	510	510
6617004	496	496
6618014	531	531
6619034	473	473
6620167	514	514
6621180	490	490
6622184	487	487
6623196	452	452
6624259	465	465
6625277	530	530
6626288	510	510
6627293	474	474
6628312	509	509
6629362	441	441
6630376	479	479
6631383	512	512
6632425	477	477
6633431	472	472
6634445	474	474
6635465	493	493
6636466	496	496
6637478	470	470
6638487	502	502
6639534	476	476
6640540	488	488
6641549	479	479
6642565	520	520
6643583	459	459
6644589	486	486
6645601	518	518
6646653	499	499
6647654	492	492
6648655	487	487
6649693	449	449
6650703	488	488
6651717	530	530
6652775	498	498
6653793	540	540
6654834	515	515
6655848	499	499
6656859	499	499
6657863	500	500
6658863	508	508
6659873	534	534
6660888	529	529
6661922	520	520
6662980	484	484
6664002	490	490
6665014	526	526
6666017	475	475
6667036	475	475
6668039	525	525
6669047	499	499
6670051	494	494
6671061	482	482
6672081	493	493
6673081	494	494
6674134	496	496
6675248	505	505
6676256	515	515
6677307	477	477
6678403	483	483
6679404	483	483
6680456	457	457
6681502	475	475
6682527	505	505
6683545	480	480
6684603	480	480
6685612	487	487
6686615	509	509
6687623	507	507
6688629	502	502
6689635	512	512
6690639	508	508
6691649	533	533
6692653	495	495
6693700	483	483
6694705	503	503
6695719	522	522
6696728	507	507
6697739	501	501
6698757	486	486
6699774	489	489
6700801	477	477
6701812	491	491
6702858	493	493
6703949	498	498
6704974	502	502
6705986	506	506
6706989	473	473
6708004	488	488
6709010	472	472
6710022	507	507
6711026	504	504
6712038	455	455
6713045	469	469
6714053	483	483
6715066	523	523
6716076	507	507
6717132	483	483
6718132	472	472
6719199	515	515
6720203	523	523
6721212	517	517
6722305	521	521
6723315	473	473
6724322	509	509
6725351	473	473
6726384	485	485
6727398	520	520
6728433	548	548
6729437	580	580
6730443	493	493
6731452	497	497
6732502	522	522
6733551	489	489
6734572	494	494
6735583	526	526
6736589	515	515
6737619	486	486
6738623	506	506
6739625	473	473
6740638	478	478
6741711	482	482
6742756	477	477
6743811	441	441
6744832	485	485
6745846	468	468
6746866	488	488
6747892	465	465
6748894	461	461
6749904	442	442
6750912	474	474
6751932	456	456
6752950	495	495
6753983	431	431
6754991	447	447
6756009	464	464
6757013	475	475
6758069	438	438
6759082	488	488
6760113	493	493
6761129	473	473
6762135	474	474
6763215	470	470
6764220	499	499
6765242	478	478
6766245	485	485
6767263	468	468
6768299	495	495
6769307	488	488
6770319	476	476
6771341	478	478
6772344	534	534
6773348	475	475
6774361	475	475
6775375	521	521
6776384	491	491
6777407	464	464
6778432	472	472
6779465	489	489
6780481	499	499
6781488	500	500
6782558	504	504
6783566	537	537
6784574	518	518
6785664	468	468
6786664	532	532
6787684	497	497
6788702	469	469
6789751	474	474
6790815	478	478
6791886	504	504
6792889	499	499
6793900	486	486
6794936	465	465
6795970	486	486
6796976	506	506
6798069	506	506
6799070	522	522
6800087	480	480
6801130	473	473
6802225	492	492
6803258	528	528
6804318	511	511
6805322	498	498
6806329	493	493
6807347	510	510
6808352	503	503
6809365	502	502
6810408	475	475
6811411	486	486
6812418	486	486
6813423	493	493
6814493	454	454
6815550	504	504
6816577	506	506
6817606	480	480
6818629	488	488
6819655	486	486
6820675	475	475
6821684	485	485
6822694	505	505
6823700	512	512
6824732	503	503
6825739	490	490
6826743	485	485
6827743	510	510
6828756	504	504
6829775	502	502
6830788	490	490
6831795	500	500
6832799	519	519
6833806	498	498
6834815	468	468
6835839	491	491
6836844	477	477
6837861	484	484
6838869	487	487
6839881	507	507
6840890	458	458
6841899	476	476
6842926	480	480
6843941	498	498
6844955	490	490
6845958	511	511
6846978	504	504
6848047	474	474
6849145	464	464
6850162	506	506
6851175	473	473
6852185	518	518
6853204	516	516
6854224	488	488
6855258	462	462
6856263	492	492
6857345	489	489
6858368	470	470
6859374	482	482
6860376	516	516
6861383	498	498
6862394	478	478
6863414	522	522
6864420	474	474
6865438	463	463
6866445	481	481
6867468	507	507
6868478	519	519
6869484	509	509
6870501	520	520
6871533	494	494
6872535	481	481
6873548	499	499
6874568	492	492
6875577	477	477
6876643	505	505
6877664	491	491
6878682	479	479
6879687	479	479
6880715	497	497
6881720	517	517
6882733	490	490
6883742	476	476
6884750	490	490
6885767	486	486
6886780	465	465
6887811	485	485
6888858	493	493
6889887	525	525
6890890	493	493
6891912	473	473
6892925	476	476
6893974	515	515
6894978	502	502
6895989	480	480
6896990	496	496
6897998	502	502
6899012	489	489
6900015	482	482
6901018	515	515
6902033	480	480
6903037	476	476
6904051	497	497
6905058	469	469
6906066	484	484
6907086	458	458
6908092	513	513
6909108	515	515
6910124	466	466
6911141	490	490
6912151	484	484
6913162	490	490
6914197	481	481
6915232	501	501
6916287	480	480
6917324	504	504
6918341	457	457
6919357	475	475
6920372	471	471
6921388	490	490
6922407	525	525
6923412	453	453
6924417	530	530
6925458	495	495
6926538	485	485
6927566	487	487
6928568	531	531
6929582	478	478
6930589	489	489
6931695	482	482
6932724	499	499
6933728	527	527
6934740	480	480
6935822	484	484
6936828	513	513
6937837	545	545
6938840	500	500
6939885	501	501
6940908	545	545
6941923	517	517
6942937	518	518
6943948	516	516
6944958	562	562
6945965	519	519
6946966	488	488
6947980	502	502
6948986	502	502
6949987	525	525
6951002	538	538
6952144	521	521
6953169	542	542
6954186	520	520
6955196	495	495
6956224	504	504
6957268	506	506
6958282	540	540
6959301	472	472
6960313	514	514
6961322	483	483
6962362	508	508
6963369	495	495
6964377	488	488
6965393	464	464
6966432	519	519
6967445	492	492
6968450	495	495
6969492	474	474
6970648	495	495
6971669	522	522
6972681	519	519
6973702	470	470
6974723	490	490
6975724	488	488
6976734	457	457
6977751	505	505
6978758	470	470
6979793	480	480
6980856	491	491
6981858	496	496
6982955	481	481
6983973	491	491
6984992	474	474
6986011	474	474
6987047	485	485
6988050	536	536
6989079	481	481
6990128	484	484
6991133	500	500
6992142	507	507
6993147	462	462
6994170	480	480
6995189	484	484
6996196	493	493
6997212	495	495
6998229	446	446
6999282	482	482
7000300	477	477
7001310	453	453
7002324	487	487
7003338	492	492
7004369	493	493
7005380	469	469
7006383	495	495
7007387	523	523
7008389	477	477
7009458	475	475
7010467	489	489
7011534	490	490
7012572	514	514
7013577	473	473
7014590	468	468
7015623	502	502
7016624	524	524
7017634	525	525
7018636	501	501
7019661	474	474
7020668	500	500
7021673	525	525
7022679	536	536
7023730	484	484
7024738	536	536
7025751	510	510
7026775	485	485
7027795	512	512
7028803	529	529
7029813	550	550
7030825	502	502
7031826	508	508
7032835	501	501
7033849	490	490
7034874	537	537
7035882	510	510
7036890	494	494
7037897	504	504
7038917	486	486
7039930	480	480
7040984	483	483
7041996	511	511
7042999	500	500
7044031	468	468
7045109	444	444
7046119	507	507
7047121	513	513
7048134	467	467
7049159	486	486
7050171	533	533
7051174	499	499
7052196	492	492
7053211	480	480
7054225	468	468
7055231	474	474
7056232	501	501
7057240	517	517
7058272	476	476
7059282	482	482
7060322	466	466
7061330	475	475
7062354	475	475
7063367	485	485
7064382	486	486
7065421	487	487
7066533	477	477
7067543	497	497
7068558	479	479
7069562	449	449
7070567	476	476
7071581	483	483
7072587	496	496
7073587	487	487
7074645	473	473
7075652	496	496
7076695	512	512
7077812	559	559
7078836	494	494
7079933	528	528
7080958	552	552
7081976	531	531
7082981	474	474
7083994	497	497
7085004	491	491
7086021	520	520
7087036	517	517
7088053	522	522
7089069	499	499
7090099	522	522
7091120	531	531
7092131	480	480
7093149	465	465
7094165	480	480
7095177	484	484
7096177	477	477
7097188	455	455
7098261	456	456
7099279	501	501
7100287	465	465
7101300	470	470
7102312	486	486
7103332	492	492
7104344	474	474
7105385	486	486
7106385	477	477
7107430	511	511
7108501	452	452
7109508	483	483
7110563	501	501
7111582	497	497
7112586	490	490
7113690	500	500
7114741	497	497
7115748	511	511
7116800	520	520
7117840	498	498
7118849	513	513
7119886	518	518
7120900	478	478
7121909	496	496
7122970	478	478
7123970	477	477
7124990	521	521
7126033	510	510
7127045	544	544
7128056	508	508
7129075	505	505
7130075	476	476
7131175	496	496
7132195	509	509
7133203	506	506
7134203	542	542
7135219	504	504
7136223	482	482
7137234	503	503
7138242	480	480
7139262	495	495
7140292	458	458
7141344	496	496
7142363	485	485
7143382	487	487
7144415	498	498
7145427	530	530
7146437	483	483
7147443	488	488
7148443	451	451
7149462	520	520
7150467	488	488
7151532	456	456
7152539	500	500
7153596	511	511
7154611	511	511
7155625	550	550
7156629	487	487
7157665	498	498
7158750	476	476
7159804	490	490
7160823	509	509
7161838	491	491
7162870	486	486
7163878	454	454
7164887	519	519
7165894	493	493
7166950	479	479
7167968	479	479
7169011	487	487
7170015	499	499
7171035	509	509
7172050	460	460
7173060	459	459
7174069	512	512
7175085	499	499
7176089	498	498
7177160	482	482
7178161	517	517
7179168	493	493
7180189	467	467
7181194	499	499
7182219	510	510
7183221	486	486
7184226	488	488
7185241	473	473
7186242	484	484
7187262	512	512
7188263	467	467
7189271	498	498
7190278	500	500
7191286	472	472
7192286	472	472
7193336	491	491
7194344	492	492
7195368	479	479
7196413	485	485
7197426	487	487
7198438	458	458
7199452	476	476
7200521	481	481
7201567	495	495
7202573	485	485
7203583	471	471
7204602	490	490
7205613	493	493
7206628	503	503
7207628	490	490
7208645	479	479
7209647	514	514
7210653	553	553
7211702	467	467
7212705	496	496
7213723	504	504
7214746	461	461
7215778	541	541
7216789	484	484
7217853	461	461
7218892	506	506
7219911	470	470
7220918	496	496
7221923	466	466
7222933	479	479
7223951	503	503
7224960	489	489
7225961	496	496
7227007	511	511
7228010	493	493
7229020	526	526
7230037	510	510
7231047	503	503
7232047	507	507
7233056	530	530
7234065	543	543
7235083	493	493
7236090	478	478
